date,holiday_name,holiday,shutdown,mini_shutdown,warehouse_limited,shops_closed,winter_school_holidays,school_holidays,blackout,mov_change,frankfurt_shutdown,precipitation,snow,warehouse
2022-10-13,,0,0,0,0,0,0,0,0,1.0,0,0.1,0.0,Prague_3
2023-06-13,,0,0,0,0,0,0,0,0,1.0,0,0.1,0.0,Prague_3
2023-02-10,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_3
2022-11-11,,0,0,0,0,0,0,0,0,1.0,0,0.1,0.0,Prague_3
2023-10-01,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2019-12-28,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-12-29,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-11-17,Den boje za svobodu a demokracii,1,0,0,0,0,0,0,0,1.0,0,2.4,0.0,Prague_3
2021-01-01,New Years Day,1,0,0,0,1,0,0,0,0.0,0,,,Prague_3
2020-04-10,Good Friday,1,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-12-30,,0,0,0,0,0,0,0,0,0.0,0,0.2,0.0,Prague_3
2023-04-08,,1,0,0,0,0,0,0,0,1.0,0,3.3,0.0,Prague_3
2021-09-26,,0,0,0,0,0,0,0,0,0.0,0,0.13,0.0,Prague_3
2019-01-01,New Years Day,1,0,0,0,1,0,0,0,0.0,0,,,Prague_3
2023-12-26,2nd Christmas Day,1,0,0,0,1,0,0,0,0.0,0,0.6,0.0,Prague_3
2020-07-03,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-10-02,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2019-04-30,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-11-16,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-04-09,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-04-18,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-05-02,,0,0,0,0,0,0,0,0,0.0,0,1.71,0.0,Prague_3
2023-07-03,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2022-11-18,,0,0,0,0,0,0,0,0,1.0,0,2.1,0.0,Prague_3
2023-04-09,,1,0,0,0,0,0,0,0,1.0,0,0.9,0.0,Prague_3
2019-09-27,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-10-27,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-09-27,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-12-31,,0,0,0,0,0,0,0,0,0.0,0,0.3,0.0,Prague_3
2022-05-09,,0,0,0,0,0,0,0,0,0.0,0,0.27,0.0,Prague_3
2022-09-29,,0,0,0,0,0,0,0,0,0.0,0,0.2,0.0,Prague_3
2020-01-02,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-01-02,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_3
2019-04-23,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2024-01-04,,0,0,0,0,0,0,0,0,0.0,0,9.9,0.0,Prague_3
2023-08-05,,0,0,0,0,0,0,0,0,0.0,0,10.4,0.0,Prague_3
2023-07-30,,0,0,0,0,0,0,0,0,0.0,0,8.3,0.0,Prague_3
2023-01-21,,0,0,0,0,0,0,0,0,1.0,0,2.1,6.0,Prague_3
2023-01-22,,0,0,0,0,0,0,0,0,1.0,0,1.5,10.0,Prague_3
2022-05-17,,0,0,0,0,0,0,0,0,0.0,0,7.61,0.0,Prague_3
2019-06-26,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-12-17,,0,0,0,0,0,0,0,0,1.0,0,0.0,12.0,Prague_3
2022-07-01,,0,0,0,0,0,0,0,0,0.0,0,10.13,0.0,Prague_3
2024-01-02,,0,0,0,0,0,0,0,0,0.0,0,14.2,0.0,Prague_3
2021-08-06,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-05-26,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-03-04,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-09-23,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2021-10-01,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2019-10-20,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-09-24,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2020-05-20,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-04-27,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-10-19,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-01-18,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-04-01,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.15,Prague_3
2020-06-29,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-02-29,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-06-29,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-07-24,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-05-18,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-04-28,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-11-25,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-01-27,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-06-18,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-01-19,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2022-03-29,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2019-01-21,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-09-19,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2020-01-04,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-10-18,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-06-24,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-04-21,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-07-26,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-07-22,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-08-19,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-01-31,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-02-24,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-02-01,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-08-07,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-10-24,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2021-12-09,,0,0,0,0,0,0,0,0,0.0,0,0.0,4.61,Prague_3
2020-05-19,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-07-26,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-11-20,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-11-22,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-08-23,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2019-09-18,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-11-23,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2022-09-19,,0,0,0,0,0,0,0,0,0.0,0,4.8,0.0,Prague_3
2024-01-07,,0,0,0,0,0,0,0,0,0.0,0,0.6,0.0,Prague_3
2021-12-03,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2022-01-25,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2019-08-01,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-08-04,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-07-20,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-07-28,,0,0,0,0,0,0,0,0,0.0,0,2.3,0.0,Prague_3
2019-06-25,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-04-22,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-01-05,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2024-01-08,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2023-10-05,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2021-02-19,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-07-25,,0,0,0,0,0,0,0,0,0.0,0,0.41,0.0,Prague_3
2021-06-20,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-10-09,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-06-01,,0,0,0,0,0,0,0,0,0.0,0,0.71,0.0,Prague_3
2020-07-22,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-07-21,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-04-25,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-11-26,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-10-03,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2019-09-24,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-06-06,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-05-29,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-01-29,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-04-26,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2024-02-06,,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0,Prague_3
2019-03-09,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-06-07,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-01-22,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-03-18,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2021-07-21,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-08-18,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2020-07-23,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-11-09,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2020-11-19,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-01-09,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-01-24,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-06-23,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2024-01-05,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2019-03-25,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-05-31,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-11-07,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2020-11-03,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-12-08,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2022-09-23,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2019-08-08,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-07-18,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2020-11-08,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-06-02,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-03-23,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-12-04,,0,0,0,0,0,0,0,0,0.0,0,4.64,1.48,Prague_3
2022-08-06,,0,0,0,0,0,0,0,0,0.0,0,3.1,0.0,Prague_3
2019-11-02,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-05-01,Labour Day,1,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-08-02,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-12-18,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2019-12-19,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-12-20,,0,0,0,0,0,0,0,0,0.0,0,0.12,0.0,Prague_3
2019-08-24,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-09-05,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2022-09-08,,0,0,0,0,0,0,0,0,0.0,0,0.8,0.0,Prague_3
2021-09-04,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2022-08-25,,0,0,0,0,0,0,0,0,0.0,0,1.1,0.0,Prague_3
2023-08-24,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2020-08-24,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-09-07,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2021-09-08,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2020-12-29,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-03-07,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_3
2023-05-21,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_3
2023-04-22,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_3
2023-02-06,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_3
2022-12-06,,0,0,0,0,0,0,0,0,1.0,0,3.2,0.0,Prague_3
2023-05-19,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_3
2022-11-28,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_3
2023-06-19,,0,0,0,0,0,0,0,0,1.0,0,0.3,0.0,Prague_3
2023-06-27,,0,0,0,0,0,0,0,0,1.0,0,3.6,0.0,Prague_3
2023-03-26,,0,0,0,0,0,0,0,0,1.0,0,1.3,0.0,Prague_3
2023-06-25,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_3
2022-11-01,,0,0,0,0,0,0,0,0,1.0,0,0.1,0.0,Prague_3
2023-03-21,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_3
2022-11-08,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_3
2023-04-21,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_3
2022-01-16,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2019-12-16,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-02-17,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-01-14,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-08-12,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2021-07-16,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-01-14,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-12-12,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-06-17,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-03-15,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-10-12,,0,0,0,0,0,0,0,0,0.0,0,2.34,0.0,Prague_3
2019-06-14,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-02-12,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-03-11,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-08-13,,0,0,0,0,0,0,0,0,0.0,0,0.84,0.0,Prague_3
2020-07-14,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-09-11,,0,0,0,0,0,0,0,0,0.0,0,1.7,0.0,Prague_3
2022-08-11,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2023-11-12,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2021-04-14,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2024-01-10,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2019-04-12,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-02-08,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-09-17,,0,0,0,0,0,0,0,0,0.0,0,0.11,0.0,Prague_3
2022-06-12,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2021-02-17,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-09-13,,0,0,0,0,0,0,0,0,0.0,0,1.6,0.0,Prague_3
2024-03-14,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2021-07-14,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-08-10,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-12-13,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-06-12,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-08-16,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-01-12,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-07-11,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-10-13,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-10-10,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2020-07-13,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-03-12,,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0,Prague_3
2022-03-13,,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0,Prague_3
2020-03-12,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-02-15,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-02-13,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2023-12-16,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2023-10-14,,0,0,0,0,0,0,0,0,0.0,0,1.8,0.0,Prague_3
2022-02-14,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2020-02-11,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-12-11,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-01-17,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-02-16,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-08-11,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-04-15,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-09-10,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2022-09-10,,0,0,0,0,0,0,0,0,0.0,0,0.2,0.0,Prague_3
2023-01-14,,0,0,0,0,0,0,0,0,1.0,0,1.2,0.0,Prague_3
2023-06-12,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_3
2022-12-14,,0,0,0,0,0,0,0,0,1.0,0,1.9,3.0,Prague_3
2023-03-14,,0,0,0,0,0,1,0,0,1.0,0,1.7,0.0,Prague_3
2022-11-06,,0,0,0,0,0,0,0,0,1.0,0,0.2,0.0,Prague_3
2019-07-05,Cyrila a Metodej,1,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-05-01,Labour Day,1,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_3
2023-05-05,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_3
2023-11-20,,0,0,0,0,0,0,0,0,0.0,0,3.4,0.0,Prague_3
2019-07-08,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-12-28,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-07-10,,0,0,0,0,0,0,0,0,0.0,0,0.9,0.0,Prague_3
2019-12-25,1st Christmas Day,1,0,0,0,1,0,0,0,0.0,0,,,Prague_3
2021-05-08,Den osvobozeni,1,0,0,0,1,0,0,0,0.0,0,,,Prague_3
2022-07-06,Jan Hus,1,0,0,0,0,0,0,0,0.0,0,1.43,0.0,Prague_3
2023-09-28,Den ceske statnosti,1,0,0,0,1,0,0,0,0.0,0,0.0,0.0,Prague_3
2021-05-02,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-05-02,,0,0,0,0,0,0,0,0,1.0,0,0.2,0.0,Prague_3
2022-05-08,Den osvobozeni,1,0,0,0,1,0,0,0,0.0,0,0.67,0.0,Prague_3
2024-01-01,New Years Day,1,0,0,0,1,0,0,0,0.0,0,0.0,0.0,Prague_3
2021-04-05,Easter Monday,1,0,0,0,1,0,0,0,0.0,0,,,Prague_3
2023-05-08,Den osvobozeni,1,0,0,0,1,0,0,0,1.0,0,0.0,0.0,Prague_3
2022-12-24,Christmas Eve,1,0,0,0,0,0,0,0,1.0,0,0.7,0.0,Prague_3
2021-04-04,,1,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-12-31,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_3
2019-05-09,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-05-09,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-09-25,,0,0,0,0,0,0,0,0,0.0,0,7.5,0.0,Prague_3
2023-07-25,,0,0,0,0,0,0,0,0,0.0,0,8.4,0.0,Prague_3
2022-06-04,,0,0,0,0,0,0,0,0,0.0,0,9.21,0.0,Prague_3
2023-12-05,,0,0,0,0,0,0,0,0,0.0,0,0.6,12.0,Prague_3
2023-08-26,,0,0,0,0,0,0,0,0,0.0,0,14.0,0.0,Prague_3
2023-03-30,,0,0,0,0,0,0,0,0,1.0,0,14.4,0.0,Prague_3
2023-06-06,,0,0,0,0,0,0,0,0,1.0,0,10.8,0.0,Prague_3
2022-09-15,,0,0,0,0,0,0,0,0,0.0,0,5.5,0.0,Prague_3
2023-04-14,,0,0,0,0,0,0,0,0,1.0,0,21.7,0.0,Prague_3
2022-12-18,,0,0,0,0,0,0,0,0,1.0,0,0.0,11.0,Prague_3
2021-12-25,1st Christmas Day,1,0,0,0,1,0,0,0,0.0,0,0.0,5.85,Prague_3
2023-12-22,,0,0,0,0,0,0,0,0,0.0,0,8.9,0.0,Prague_3
2024-01-19,,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0,Prague_3
2021-08-20,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-11-24,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2021-04-26,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-01-31,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-05-31,,0,0,0,0,0,0,0,0,0.0,0,3.56,0.0,Prague_3
2020-06-08,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-07-18,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-08-07,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-10-01,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-02-02,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-03-31,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-01-20,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-05-25,,0,0,0,0,0,0,0,0,0.0,0,1.82,0.0,Prague_3
2019-01-18,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-07-19,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-11-22,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2021-03-19,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-06-21,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-02-02,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-10-09,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2021-01-27,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-06-01,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-11-07,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2022-05-22,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2022-10-06,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2021-02-04,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-02-19,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-05-18,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-09-18,,0,0,0,0,0,0,0,0,0.0,0,3.4,0.0,Prague_3
2020-10-20,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-11-02,,0,0,0,0,0,0,0,0,0.0,0,4.8,0.0,Prague_3
2020-11-05,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-08-02,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-08-22,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-09-19,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-10-18,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2019-06-09,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-07-31,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2019-01-06,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-08-04,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2021-08-05,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-02-06,,0,0,0,0,0,0,0,0,0.0,0,1.19,0.0,Prague_3
2022-03-20,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2020-11-02,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-04-29,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2019-04-29,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2023-07-22,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2020-05-27,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-03-28,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-10-18,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2024-02-02,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2019-12-06,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-02-21,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-05-06,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-10-03,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-03-04,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2019-07-27,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-08-02,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-11-21,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2023-11-21,,0,0,0,0,0,0,0,0,0.0,0,0.7,0.0,Prague_3
2023-09-20,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2022-04-23,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2020-11-21,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2021-02-21,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-03-06,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_3
2020-07-02,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2020-06-27,,0,0,0,0,0,0,0,0,0.0,0,,,Prague_3
2022-01-21,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.15,Prague_3
